cityCode,市町村名,C_2011コミュニティバス運行2011年,C_2017コミュニティバス運行2017年,D_2011デマンド型交通運行2011年,D_2017デマンド型交通運行2017年,人口密度(人/km2),面積(km2),軽自動車率,15歳未満人口比率,高齢化率,自家用車利用率
12225,千葉県君津市,1,1,1,1,285.665,318.81,0.477,0.115,0.285,0.7
12226,千葉県富津市,0,0,0,0,218.776,205.53,0.522,0.094,0.345,0.725
12227,千葉県浦安市,1,1,0,0,9350.477,17.3,0.142,0.143,0.159,0.109
12228,千葉県四街道市,1,1,0,0,2733.987,34.52,0.323,0.134,0.282,0.427
12229,千葉県袖ケ浦市,1,1,0,0,632.307,94.93,0.46,0.136,0.249,0.655
12230,千葉県八街市,1,1,0,0,902.993,74.94,0.467,0.11,0.257,0.661
12231,千葉県印西市,1,1,0,0,709.755,123.79,0.367,0.15,0.205,0.41
12232,千葉県白井市,1,1,0,0,1679.361,35.48,0.337,0.157,0.234,0.366
12233,千葉県富里市,1,1,0,1,948.545,53.88,0.428,0.12,0.247,0.671
12234,千葉県南房総市,1,1,1,0,153.094,230.14,0.583,0.092,0.431,0.757
12235,千葉県匝瑳市,1,1,0,0,366.53,101.52,0.47,0.111,0.319,0.756
12236,千葉県香取市,1,1,0,0,289.873,262.35,0.453,0.103,0.331,0.782
12237,千葉県山武市,1,1,0,1,354.928,146.77,0.468,0.1,0.309,0.707
12238,千葉県いすみ市,1,1,0,1,237.297,157.44,0.503,0.096,0.381,0.729
12239,千葉県大網白里市,1,1,0,0,874.16,58.08,1.0,0.115,0.284,0.586
12322,千葉県印旛郡酒々井町,0,0,1,1,1374.239,19.01,0.386,0.119,0.287,0.495
12329,千葉県印旛郡栄町,1,1,0,0,614.374,32.51,0.393,0.091,0.302,0.589
12342,千葉県香取郡神崎町,1,1,0,0,286.953,19.9,0.435,0.098,0.319,0.67
12347,千葉県香取郡多古町,1,1,0,0,194.252,72.8,0.475,0.094,0.336,0.837
12349,千葉県香取郡東庄町,0,1,0,0,291.886,46.25,0.468,0.103,0.342,0.813
12403,千葉県山武郡九十九里町,0,0,0,0,602.293,24.45,0.456,0.09,0.351,0.723
12409,千葉県山武郡芝山町,1,1,0,1,185.532,43.24,0.477,0.104,0.327,0.821
12410,千葉県山武郡横芝光町,1,1,0,1,360.42,67.01,0.475,0.108,0.339,0.759
12421,千葉県長生郡一宮町,0,1,0,0,459.543,22.97,0.452,0.129,0.315,0.634
12422,千葉県長生郡睦沢町,1,1,0,0,201.209,35.59,0.504,0.097,0.373,0.832
12423,千葉県長生郡長生村,0,0,0,0,492.161,28.29,0.442,0.11,0.308,0.717
12424,千葉県長生郡白子町,0,0,0,0,436.513,27.5,0.476,0.093,0.366,0.774
12426,千葉県長生郡長柄町,1,1,0,0,166.354,47.11,0.501,0.084,0.374,0.774
12427,千葉県長生郡長南町,1,1,0,1,130.297,65.51,0.498,0.079,0.376,0.839
12441,千葉県夷隅郡大多喜町,0,0,0,0,74.234,129.87,0.511,0.088,0.394,0.807
12443,千葉県夷隅郡御宿町,0,0,0,1,295.713,24.86,0.457,0.071,0.476,0.711
12463,千葉県安房郡鋸南町,1,1,0,0,159.674,45.19,0.552,0.081,0.436,0.665
13101,東京都千代田区,1,1,0,0,6196.219,11.66,0.114,0.118,0.182,0.042
13102,東京都中央区,1,1,0,0,12112.727,10.21,0.119,0.119,0.161,0.036
13103,東京都港区,1,1,0,0,11640.233,20.37,0.083,0.124,0.176,0.06
13104,東京都新宿区,1,1,0,0,18397.585,18.22,0.166,0.083,0.201,0.033
13105,東京都文京区,1,1,0,0,17563.672,11.29,0.138,0.111,0.198,0.042
13106,東京都台東区,1,1,0,0,20204.655,10.11,0.203,0.09,0.238,0.036
13107,東京都墨田区,0,1,0,0,21573.312,13.77,0.198,0.105,0.229,0.048
13108,東京都江東区,1,1,0,0,11626.912,40.16,0.154,0.126,0.212,0.058
13109,東京都品川区,0,0,0,0,17521.976,22.84,0.143,0.108,0.209,0.043
13110,東京都目黒区,0,0,0,0,18996.899,14.67,0.11,0.104,0.2,0.056
13111,東京都大田区,1,1,0,0,11422.114,60.66,0.16,0.109,0.225,0.061
13112,東京都世田谷区,1,1,0,0,15506.202,58.05,0.124,0.113,0.216,0.066
13113,東京都渋谷区,1,1,1,0,16450.26,15.11,0.112,0.091,0.207,0.051
13114,東京都中野区,1,0,0,0,21098.426,15.59,0.175,0.083,0.213,0.04
13115,東京都杉並区,1,1,0,0,15685.679,34.06,0.151,0.099,0.226,0.047
13116,東京都豊島区,0,1,0,0,22362.772,13.01,0.179,0.083,0.2,0.036
13117,東京都北区,1,1,0,0,17834.627,20.61,0.188,0.1,0.258,0.046
13118,東京都荒川区,1,1,0,0,17501.87,10.16,0.201,0.112,0.233,0.047
13119,東京都板橋区,1,1,0,0,16735.159,32.22,0.194,0.108,0.234,0.065
13120,東京都練馬区,1,1,0,0,14403.062,48.08,0.187,0.12,0.221,0.079
13121,東京都足立区,1,1,0,0,11297.018,53.25,0.256,0.12,0.25,0.114
13122,東京都葛飾区,1,1,0,0,12059.205,34.8,0.222,0.118,0.246,0.084
13123,東京都江戸川区,0,1,0,0,12226.531,49.9,0.205,0.134,0.206,0.099
13201,東京都八王子市,1,1,0,0,3082.4,186.38,0.314,0.119,0.25,0.234
13202,東京都立川市,1,1,0,0,7300.225,24.36,0.296,0.116,0.251,0.166
13203,東京都武蔵野市,1,1,0,0,14769.825,10.98,0.156,0.114,0.217,0.049
13204,東京都三鷹市,1,1,0,0,11292.758,16.42,0.193,0.121,0.212,0.073
13205,東京都青梅市,0,1,0,0,1377.88,103.31,0.394,0.116,0.281,0.411
13206,東京都府中市,1,1,0,0,9508.557,29.43,0.198,0.133,0.208,0.104
13207,東京都昭島市,1,1,0,0,6437.224,17.34,0.306,0.126,0.247,0.205
13208,東京都調布市,1,1,0,0,9709.723,21.58,0.192,0.122,0.212,0.08
13209,東京都町田市,1,1,0,0,5614.312,71.8,0.261,0.13,0.256,0.212
13210,東京都小金井市,1,1,0,0,10717.725,11.3,0.188,0.116,0.203,0.063
13211,東京都小平市,1,1,0,0,8256.326,20.51,0.23,0.128,0.224,0.108
13212,東京都日野市,1,1,0,1,6941.802,27.55,0.246,0.128,0.238,0.147
13213,東京都東村山市,1,1,0,0,8525.294,17.14,0.274,0.125,0.258,0.147
13214,東京都国分寺市,1,1,0,0,12256.318,11.46,0.197,0.118,0.212,0.082
13215,東京都国立市,1,1,0,0,7194.06,8.15,0.21,0.116,0.221,0.102
13218,東京都福生市,0,1,0,0,5012.548,10.16,0.35,0.1,0.27,0.273
13219,東京都狛江市,1,1,0,0,12371.343,6.39,0.195,0.113,0.241,0.078
13220,東京都東大和市,1,1,0,0,6009.219,13.42,0.314,0.135,0.254,0.244
13221,東京都清瀬市,1,1,0,0,3826.366,10.23,0.288,0.126,0.279,0.162
13222,東京都東久留米市,0,0,0,0,7637.18,12.88,0.265,0.125,0.269,0.141
13223,東京都武蔵村山市,1,1,0,1,5130.531,15.32,0.414,0.147,0.248,0.378
13224,東京都多摩市,1,1,0,0,7277.865,21.01,0.216,0.118,0.265,0.147
13225,東京都稲城市,1,1,0,0,4728.323,17.97,0.222,0.149,0.208,0.143
13227,東京都羽村市,1,1,0,0,5737.521,9.9,0.367,0.13,0.241,0.308
13228,東京都あきる野市,1,1,0,0,1035.021,73.47,0.461,0.133,0.28,0.44
13229,東京都西東京市,1,1,0,0,9512.944,15.75,0.204,0.122,0.232,0.085
13303,東京都西多摩郡瑞穂町,0,1,0,0,1680.466,16.85,0.46,0.123,0.262,0.496
13305,東京都西多摩郡日の出町,0,1,0,0,617.92,28.07,0.453,0.129,0.361,0.53
13307,東京都西多摩郡檜原村,0,1,1,1,20.788,105.41,0.517,0.069,0.471,0.788
13308,東京都西多摩郡奥多摩町,0,0,0,0,23.453,225.53,0.51,0.064,0.482,0.571
14100,神奈川県横浜市,0,1,0,0,8942.447,437.49,0.206,0.127,0.234,0.148
14130,神奈川県川崎市,0,1,0,0,10931.184,143.0,0.195,0.128,0.195,0.101
14150,神奈川県相模原市,1,1,0,1,4349.103,328.66,0.337,0.124,0.239,0.289
14201,神奈川県横須賀市,0,0,0,0,3770.547,100.83,0.327,0.115,0.297,0.234
14203,神奈川県平塚市,1,1,0,0,3869.853,67.82,0.352,0.123,0.259,0.357
14204,神奈川県鎌倉市,0,0,0,0,4360.903,39.67,0.214,0.119,0.306,0.148
14205,神奈川県藤沢市,0,1,0,1,6318.154,69.57,0.271,0.136,0.234,0.208
14206,神奈川県小田原市,0,0,0,0,1652.294,113.81,0.389,0.119,0.278,0.39
14207,神奈川県茅ヶ崎市,1,1,0,1,6068.442,35.7,0.288,0.137,0.25,0.22
14208,神奈川県逗子市,0,0,0,0,3242.108,17.28,0.228,0.118,0.315,0.163
14210,神奈川県三浦市,0,0,0,0,1275.089,32.05,0.494,0.095,0.355,0.388
14211,神奈川県秦野市,0,1,1,1,1594.29,103.76,0.374,0.12,0.263,0.402
14212,神奈川県厚木市,0,1,0,0,2415.268,93.84,0.352,0.129,0.229,0.403
14213,神奈川県大和市,1,1,0,0,8845.062,27.09,0.292,0.129,0.23,0.208
14214,神奈川県伊勢原市,0,0,0,0,1881.138,55.56,0.359,0.126,0.242,0.404
14215,神奈川県海老名市,1,1,0,0,4847.896,26.59,0.311,0.138,0.233,0.292
14216,神奈川県座間市,1,1,0,0,7603.569,17.57,0.307,0.121,0.237,0.255
14217,神奈川県南足柄市,0,0,0,0,608.551,77.12,0.439,0.124,0.294,0.502
14218,神奈川県綾瀬市,1,1,0,0,3611.107,22.14,0.378,0.141,0.257,0.382
14301,神奈川県三浦郡葉山町,0,0,0,0,1522.833,17.04,0.269,0.133,0.315,0.289
14321,神奈川県高座郡寒川町,1,1,0,0,3706.59,13.34,0.389,0.136,0.25,0.368
14341,神奈川県中郡大磯町,1,0,0,1,1762.533,17.18,0.339,0.117,0.323,0.349
14342,神奈川県中郡二宮町,1,1,0,1,2480.939,9.08,0.331,0.109,0.327,0.356
14361,神奈川県足柄上郡中井町,0,0,0,1,476.782,19.99,0.489,0.111,0.313,0.633
14362,神奈川県足柄上郡大井町,0,1,0,0,1148.76,14.38,0.472,0.138,0.261,0.569
14363,神奈川県足柄上郡松田町,0,0,0,0,279.429,37.75,0.448,0.1,0.313,0.481
14364,神奈川県足柄上郡山北町,1,1,0,0,47.7,224.61,0.494,0.096,0.348,0.614
14366,神奈川県足柄上郡開成町,0,1,0,0,2679.069,6.55,0.413,0.153,0.251,0.485
14382,神奈川県足柄下郡箱根町,0,0,0,0,127.242,92.86,0.385,0.078,0.358,0.377
14383,神奈川県足柄下郡真鶴町,1,1,0,0,715.067,7.04,0.434,0.078,0.387,0.42
14384,神奈川県足柄下郡湯河原町,1,1,0,0,578.306,40.97,0.444,0.091,0.392,0.418
14401,神奈川県愛甲郡愛川町,1,1,0,0,1167.585,34.28,0.455,0.118,0.267,0.609
14402,神奈川県愛甲郡清川村,0,1,0,0,45.146,71.24,0.415,0.1,0.323,0.692
15100,新潟県新潟市,1,1,0,1,1645.445,726.45,0.438,0.122,0.27,0.644
15202,新潟県長岡市,1,1,0,0,308.841,891.06,0.493,0.126,0.289,0.741
15204,新潟県三条市,1,1,1,1,231.733,431.97,0.521,0.121,0.298,0.765
15205,新潟県柏崎市,1,1,1,1,191.073,442.03,0.49,0.116,0.31,0.766
15206,新潟県新発田市,1,1,0,0,184.102,533.1,0.519,0.12,0.296,0.771
15208,新潟県小千谷市,0,1,0,1,235.99,155.19,0.539,0.12,0.323,0.775
15209,新潟県加茂市,1,1,0,0,211.666,133.72,0.517,0.104,0.33,0.75
15210,新潟県十日町市,0,1,0,1,92.577,590.39,0.626,0.114,0.36,0.773
15211,新潟県見附市,1,1,1,1,507.651,77.91,0.538,0.121,0.3,0.784
15212,新潟県村上市,0,1,1,1,50.643,1174.26,0.559,0.106,0.356,0.809
15213,新潟県燕市,1,1,0,0,688.039,110.96,0.512,0.124,0.285,0.789
15216,新潟県糸魚川市,1,1,1,1,53.597,746.24,0.557,0.109,0.371,0.785
15217,新潟県妙高市,0,1,0,1,72.804,445.63,0.565,0.112,0.339,0.789
15218,新潟県五泉市,1,1,1,1,144.817,351.91,0.551,0.113,0.326,0.798
15222,新潟県上越市,1,1,0,1,198.528,973.81,0.539,0.128,0.301,0.791
15223,新潟県阿賀野市,0,1,0,0,222.822,192.74,0.539,0.117,0.301,0.807
15224,新潟県佐渡市,0,0,0,0,57.573,855.61,0.719,0.105,0.403,0.8
15225,新潟県魚沼市,1,1,1,1,39.659,946.76,0.563,0.115,0.329,0.779
15226,新潟県南魚沼市,1,1,0,0,99.638,584.55,0.568,0.126,0.292,0.788
15227,新潟県胎内市,0,0,1,1,114.506,264.89,0.527,0.115,0.325,0.822
15307,新潟県北蒲原郡聖籠町,1,1,0,0,377.862,37.58,0.534,0.147,0.244,0.833
15342,新潟県西蒲原郡弥彦村,0,1,0,0,508.354,25.17,0.502,0.134,0.277,0.803
15361,新潟県南蒲原郡田上町,0,1,0,0,370.363,31.71,0.528,0.105,0.321,0.766
15385,新潟県東蒲原郡阿賀町,0,1,0,0,12.242,952.89,0.524,0.083,0.453,0.818
15405,新潟県三島郡出雲崎町,0,0,0,0,96.382,44.38,0.521,0.093,0.404,0.846
15461,新潟県南魚沼郡湯沢町,0,1,0,0,22.936,357.29,0.508,0.096,0.339,0.632
15482,新潟県中魚沼郡津南町,0,0,0,0,58.706,170.21,0.634,0.099,0.39,0.787
15504,新潟県刈羽郡刈羽村,1,1,0,0,183.98,26.27,0.49,0.128,0.285,0.781
15581,新潟県岩船郡関川村,0,1,0,0,19.528,299.61,0.535,0.103,0.391,0.837
15586,新潟県岩船郡粟島浦村,1,1,0,0,8.793,9.78,0.7,0.089,0.405,0.374
16201,富山県富山市,1,1,0,0,335.914,1241.77,0.415,0.126,0.283,0.743
16202,富山県高岡市,1,1,0,0,808.333,209.57,0.453,0.114,0.321,0.781
16204,富山県魚津市,1,0,0,1,204.107,200.61,0.479,0.114,0.325,0.793
16205,富山県氷見市,0,1,0,0,191.069,230.56,0.513,0.102,0.36,0.849
16206,富山県滑川市,1,1,0,0,562.506,54.63,0.444,0.13,0.287,0.823
16207,富山県黒部市,0,1,1,1,90.212,426.31,0.463,0.127,0.305,0.82
16208,富山県砺波市,0,1,0,0,386.862,127.03,0.477,0.138,0.284,0.846
16209,富山県小矢部市,0,1,1,1,227.816,134.07,0.49,0.109,0.342,0.814
16210,富山県南砺市,0,1,0,1,75.921,668.64,0.499,0.11,0.361,0.821
16211,富山県射水市,1,1,1,1,813.071,109.43,0.467,0.134,0.288,0.809
16321,富山県中新川郡舟橋村,0,0,0,0,1007.288,3.47,0.42,0.184,0.201,0.794
16322,富山県中新川郡上市町,1,1,0,0,91.065,236.71,0.479,0.11,0.336,0.828
16323,富山県中新川郡立山町,0,1,0,0,82.512,307.29,0.48,0.122,0.306,0.819
16342,富山県下新川郡入善町,1,1,0,1,335.087,71.25,0.494,0.108,0.334,0.806
16343,富山県下新川郡朝日町,0,1,0,1,52.384,196.81,0.393,0.098,0.394,0.869
17201,石川県金沢市,1,1,0,0,998.611,468.64,0.38,0.131,0.25,0.628
17202,石川県七尾市,1,1,0,0,166.399,318.32,0.504,0.111,0.347,0.752
17203,石川県小松市,1,1,0,0,283.828,371.05,0.428,0.141,0.276,0.769
17204,石川県輪島市,1,1,0,0,56.757,426.32,0.557,0.084,0.431,0.694
17205,石川県珠洲市,1,1,1,1,42.218,247.2,0.586,0.079,0.466,0.802
17206,石川県加賀市,0,1,1,1,216.758,305.87,0.472,0.116,0.332,0.782
17207,石川県羽咋市,1,1,0,0,260.902,81.85,0.471,0.106,0.368,0.796
17209,石川県かほく市,0,1,0,0,512.998,64.44,0.462,0.137,0.287,0.76
17210,石川県白山市,0,1,1,1,145.421,754.93,0.443,0.144,0.256,0.793
17211,石川県能美市,1,1,0,0,594.176,84.14,0.443,0.156,0.246,0.794
17212,石川県野々市市,1,1,0,0,3658.87,13.56,1.0,0.152,0.187,0.683
17324,石川県能美郡川北町,0,0,0,0,425.903,14.64,0.469,0.204,0.207,0.862
17361,石川県河北郡津幡町,0,1,0,1,310.236,110.59,0.465,0.148,0.222,0.779
17365,石川県河北郡内灘町,1,1,0,0,1465.729,20.33,0.427,0.139,0.24,0.755
17384,石川県羽咋郡志賀町,1,1,0,0,75.383,246.76,0.513,0.102,0.402,0.826
17386,石川県羽咋郡宝達志水町,0,1,1,1,119.892,111.52,0.482,0.108,0.356,0.808
17407,石川県鹿島郡中能登町,1,1,0,1,192.641,89.45,0.478,0.127,0.344,0.795
17461,石川県鳳珠郡穴水町,0,1,0,0,41.054,183.21,0.526,0.077,0.455,0.779
17463,石川県鳳珠郡能登町,0,1,0,1,55.813,273.27,0.547,0.08,0.457,0.744
18201,福井県福井市,1,1,1,1,494.734,536.41,0.434,0.132,0.281,0.745
18202,福井県敦賀市,1,1,0,0,258.058,251.39,0.504,0.138,0.267,0.69
18204,福井県小浜市,1,1,0,0,121.443,233.09,0.551,0.129,0.309,0.755
18205,福井県大野市,1,1,1,1,37.974,872.43,0.533,0.114,0.34,0.82
18206,福井県勝山市,1,1,1,1,95.281,253.88,0.526,0.114,0.34,0.796
18207,福井県鯖江市,1,1,0,0,796.805,84.59,0.482,0.151,0.262,0.802
18208,福井県あわら市,1,0,0,1,248.961,116.98,0.485,0.115,0.309,0.804
18209,福井県越前市,1,1,0,0,357.191,230.7,0.488,0.135,0.278,0.77
18210,福井県坂井市,1,1,0,0,415.31,209.67,0.471,0.142,0.263,0.835
18322,福井県吉田郡永平寺町,1,1,0,1,209.004,94.43,0.453,0.124,0.275,0.751
18382,福井県今立郡池田町,0,1,0,0,13.363,371.79,0.667,0.091,0.404,0.719
18404,福井県南条郡南越前町,1,1,0,0,30.63,343.69,0.536,0.123,0.338,0.804
18423,福井県丹生郡越前町,1,1,0,0,113.533,153.15,0.521,0.127,0.314,0.855
18442,福井県三方郡美浜町,1,1,0,0,56.115,152.35,0.556,0.108,0.334,0.711
18481,福井県大飯郡高浜町,0,0,0,1,134.285,72.4,0.533,0.129,0.3,0.625
18483,福井県大飯郡おおい町,1,0,0,0,35.878,212.19,0.531,0.14,0.296,0.713
18501,福井県三方上中郡若狭町,1,1,0,1,83.556,178.49,0.57,0.13,0.337,0.825
19201,山梨県甲府市,0,1,1,0,874.836,212.47,0.421,0.122,0.281,0.614
19202,山梨県富士吉田市,0,1,0,0,387.766,121.74,0.472,0.124,0.271,0.775
19204,山梨県都留市,0,1,1,1,196.878,161.63,0.475,0.115,0.255,0.629
19205,山梨県山梨市,1,1,0,0,119.248,289.8,0.572,0.122,0.313,0.754
19206,山梨県大月市,0,0,0,0,91.331,280.25,0.506,0.088,0.35,0.622
19207,山梨県韮崎市,0,1,0,0,208.711,143.69,0.522,0.125,0.274,0.782
19208,山梨県南アルプス市,1,1,0,0,275.825,264.14,0.531,0.144,0.251,0.812
19209,山梨県北杜市,1,1,1,0,75.264,602.48,0.534,0.102,0.365,0.799
19210,山梨県甲斐市,1,1,0,0,1104.391,71.95,0.471,0.143,0.236,0.746
19211,山梨県笛吹市,0,1,1,1,334.576,201.92,0.546,0.128,0.286,0.746
19212,山梨県上野原市,0,0,1,1,115.676,170.57,0.481,0.094,0.316,0.54
19213,山梨県甲州市,1,1,1,1,121.591,264.11,0.572,0.118,0.335,0.744
19214,山梨県中央市,1,1,0,0,911.847,31.69,0.501,0.137,0.228,0.735
19346,山梨県西八代郡市川三郷町,1,1,0,0,223.21,75.18,0.532,0.107,0.356,0.746
19364,山梨県南巨摩郡早川町,0,1,1,1,2.881,369.96,0.557,0.069,0.478,0.713
19365,山梨県南巨摩郡身延町,0,1,1,1,40.396,301.98,0.523,0.069,0.43,0.781
19366,山梨県南巨摩郡南部町,0,1,0,0,40.162,153.12,0.705,0.102,0.358,0.837
19368,山梨県南巨摩郡富士川町,1,1,1,1,132.486,112.0,0.531,0.115,0.322,0.779
19384,山梨県中巨摩郡昭和町,0,0,0,0,2646.734,9.08,0.435,0.16,0.201,0.727
19422,山梨県南都留郡道志村,0,0,0,0,21.863,79.68,0.485,0.103,0.33,0.81
19423,山梨県南都留郡西桂町,0,0,0,0,271.581,15.22,0.474,0.127,0.26,0.74
19424,山梨県南都留郡忍野村,0,1,0,0,367.756,25.05,0.397,0.164,0.175,0.596
19425,山梨県南都留郡山中湖村,0,1,0,0,96.827,53.05,0.423,0.123,0.293,0.751
19429,山梨県南都留郡鳴沢村,0,1,0,0,33.752,89.58,0.511,0.128,0.292,0.823
19430,山梨県南都留郡富士河口湖町,0,0,0,0,157.789,158.4,0.471,0.139,0.241,0.789
19442,山梨県北都留郡小菅村,0,1,0,0,13.757,52.78,0.606,0.085,0.452,0.642
19443,山梨県北都留郡丹波山村,0,0,0,0,5.558,101.3,0.627,0.052,0.469,0.619
20201,長野県長野市,1,1,0,1,453.115,834.81,0.474,0.132,0.285,0.615
20202,長野県松本市,1,1,0,1,249.788,978.47,0.451,0.135,0.267,0.663
20203,長野県上田市,1,1,0,1,282.905,552.04,0.498,0.129,0.293,0.771
20204,長野県岡谷市,1,1,0,0,606.985,85.1,0.48,0.127,0.325,0.748
20205,長野県飯田市,1,1,0,1,154.198,658.66,0.536,0.135,0.313,0.77
20206,長野県諏訪市,1,1,0,0,435.155,109.17,0.481,0.132,0.291,0.755
20207,長野県須坂市,1,1,1,1,346.539,149.67,0.538,0.131,0.303,0.751
20208,長野県小諸市,1,1,0,1,445.739,98.55,0.527,0.127,0.304,0.793
20209,長野県伊那市,1,1,1,1,101.068,667.93,0.548,0.136,0.301,0.827
20210,長野県駒ヶ根市,1,0,1,1,191.411,165.86,0.525,0.138,0.293,0.819
20211,長野県中野市,1,1,0,1,385.722,112.18,0.602,0.132,0.295,0.772
20212,長野県大町市,1,1,1,0,48.864,565.15,0.54,0.109,0.353,0.768
20213,長野県飯山市,1,1,1,1,109.268,202.43,0.623,0.113,0.347,0.763
20214,長野県茅野市,1,1,1,1,214.426,266.59,0.525,0.139,0.283,0.806
20215,長野県塩尻市,1,1,0,0,232.909,289.98,0.493,0.13,0.271,0.746
20217,長野県佐久市,1,1,0,1,231.605,423.51,0.515,0.133,0.29,0.799
20218,長野県千曲市,1,1,0,1,502.361,119.79,0.526,0.123,0.314,0.761
20219,長野県東御市,1,1,1,1,267.515,112.37,0.524,0.133,0.289,0.839
20220,長野県安曇野市,1,1,1,1,280.736,331.78,0.5,0.13,0.299,0.772
20303,長野県南佐久郡小海町,1,1,0,0,40.969,114.2,0.572,0.094,0.391,0.772
20304,長野県南佐久郡川上村,1,1,0,0,21.295,209.61,0.575,0.11,0.25,0.78
20305,長野県南佐久郡南牧村,0,0,0,0,26.729,118.83,0.325,0.03,0.605,0.852
20306,長野県南佐久郡南相木村,0,1,0,0,15.198,66.05,0.589,0.111,0.415,0.709
20307,長野県南佐久郡北相木村,0,1,0,0,12.995,56.32,0.631,0.115,0.393,0.741
20309,長野県南佐久郡佐久穂町,0,0,1,1,61.617,188.15,0.557,0.107,0.353,0.844
20321,長野県北佐久郡軽井沢町,1,1,0,0,123.327,156.03,0.419,0.12,0.301,0.719
20323,長野県北佐久郡御代田町,1,1,0,0,257.505,58.79,0.501,0.139,0.261,0.793
20324,長野県北佐久郡立科町,1,1,0,0,106.574,66.87,0.573,0.108,0.336,0.874
20349,長野県小県郡青木村,1,1,1,1,73.627,57.1,0.581,0.116,0.369,0.861
20350,長野県小県郡長和町,1,1,0,0,35.201,183.86,0.577,0.102,0.382,0.836
20361,長野県諏訪郡下諏訪町,1,1,0,0,290.142,66.87,0.483,0.118,0.359,0.702
20362,長野県諏訪郡富士見町,0,0,1,1,98.496,144.76,0.552,0.125,0.337,0.812
20363,長野県諏訪郡原村,1,1,0,0,191.616,43.26,0.545,0.129,0.324,0.875
20382,長野県上伊那郡辰野町,0,1,0,1,122.134,169.2,0.529,0.12,0.345,0.806
20383,長野県上伊那郡箕輪町,1,1,0,0,273.196,85.91,0.533,0.143,0.274,0.802
20384,長野県上伊那郡飯島町,1,1,0,1,113.579,86.96,0.555,0.117,0.336,0.822
20385,長野県上伊那郡南箕輪村,1,1,0,0,401.907,40.99,0.486,0.16,0.225,0.825
20386,長野県上伊那郡中川村,0,1,0,1,70.844,77.05,0.589,0.134,0.334,0.868
20388,長野県上伊那郡宮田村,0,0,0,0,175.517,54.5,0.512,0.152,0.282,0.811
20402,長野県下伊那郡松川町,1,1,1,1,169.637,72.79,0.565,0.127,0.321,0.816
20403,長野県下伊那郡高森町,1,0,0,1,279.873,45.36,0.566,0.158,0.304,0.86
20404,長野県下伊那郡阿南町,1,1,0,0,39.919,123.07,0.635,0.097,0.422,0.814
20407,長野県下伊那郡阿智村,0,1,0,0,29.844,214.43,0.578,0.133,0.34,0.816
20409,長野県下伊那郡平谷村,0,1,0,0,6.031,77.37,0.593,0.138,0.378,0.696
20410,長野県下伊那郡根羽村,1,1,0,0,10.851,89.97,0.527,0.072,0.493,0.801
20411,長野県下伊那郡下條村,0,1,0,0,100.087,38.12,0.587,0.15,0.32,0.885
20412,長野県下伊那郡売木村,0,1,0,0,13.23,43.43,0.593,0.11,0.45,0.79
20413,長野県下伊那郡天龍村,0,1,1,0,12.365,109.44,0.592,0.058,0.59,0.659
20414,長野県下伊那郡泰阜村,1,1,0,0,27.529,64.59,0.603,0.104,0.4,0.82
20415,長野県下伊那郡喬木村,1,1,0,0,97.108,66.61,0.559,0.14,0.33,0.859
20416,長野県下伊那郡豊丘村,0,1,0,0,93.813,76.79,0.588,0.143,0.318,0.859
20417,長野県下伊那郡大鹿村,1,1,0,0,4.151,248.28,0.684,0.089,0.508,0.819
20422,長野県木曽郡上松町,1,1,0,0,27.53,168.42,0.494,0.095,0.394,0.736
20423,長野県木曽郡南木曽町,1,1,1,1,19.926,215.93,0.516,0.108,0.407,0.78
20425,長野県木曽郡木祖村,1,1,0,1,20.813,140.5,0.525,0.108,0.399,0.801
20429,長野県木曽郡王滝村,1,1,0,0,2.578,310.82,0.503,0.068,0.39,0.752
20430,長野県木曽郡大桑村,1,1,1,1,16.331,234.47,0.502,0.101,0.402,0.759
20432,長野県木曽郡木曽町,0,0,0,0,24.965,476.03,0.529,0.102,0.389,0.742
20446,長野県東筑摩郡麻績村,0,1,0,0,76.079,34.38,0.625,0.089,0.434,0.739
20448,長野県東筑摩郡生坂村,0,1,1,1,49.522,39.05,0.591,0.103,0.401,0.842
20450,長野県東筑摩郡山形村,0,0,0,0,338.269,24.98,0.536,0.151,0.269,0.825
20451,長野県東筑摩郡朝日村,0,1,1,1,63.231,70.62,0.551,0.114,0.301,0.866
20452,長野県東筑摩郡筑北村,0,1,0,0,49.138,99.47,0.575,0.086,0.419,0.76
20481,長野県北安曇郡池田町,0,1,0,0,227.198,371.79,0.362,0.091,0.404,0.719
20482,長野県北安曇郡松川村,0,0,0,0,236.45,47.07,0.498,0.124,0.321,0.821
20485,長野県北安曇郡白馬村,0,0,0,0,48.884,189.36,0.486,0.119,0.294,0.756
20486,長野県北安曇郡小谷村,0,1,0,0,10.728,267.91,0.567,0.103,0.377,0.77
20521,長野県埴科郡坂城町,1,1,0,0,272.948,53.64,0.52,0.121,0.332,0.763
20541,長野県上高井郡小布施町,0,1,0,0,479.065,19.12,0.564,0.133,0.328,0.731
20543,長野県上高井郡高山村,0,1,0,0,71.965,64.18,0.424,0.12,0.334,0.853
20561,長野県下高井郡山ノ内町,0,1,0,0,46.168,265.9,0.588,0.098,0.381,0.726
20562,長野県下高井郡木島平村,0,1,1,1,47.083,99.32,0.613,0.122,0.357,0.836
20563,長野県下高井郡野沢温泉村,1,1,0,0,58.276,57.96,0.607,0.105,0.358,0.64
