cityCode,市町村名,C_2011コミュニティバス運行2011年,C_2017コミュニティバス運行2017年,D_2011デマンド型交通運行2011年,D_2017デマンド型交通運行2017年,人口密度(人/km2),面積(km2),軽自動車率,15歳未満人口比率,高齢化率,自家用車利用率
40621,福岡県京都郡苅田町,1,1,0,0,762.593,48.88,0.474,0.145,0.239,0.645
40625,福岡県京都郡みやこ町,1,1,0,1,132.608,151.34,0.565,0.111,0.375,0.805
40642,福岡県築上郡吉富町,1,1,0,0,1049.282,5.72,0.559,0.149,0.3,0.746
40646,福岡県築上郡上毛町,1,1,0,0,113.945,62.44,0.562,0.132,0.336,0.833
40647,福岡県築上郡築上町,1,1,0,0,153.587,119.61,0.559,0.12,0.343,0.685
41201,佐賀県佐賀市,0,1,0,1,528.359,431.84,0.507,0.138,0.259,0.668
41202,佐賀県唐津市,1,1,0,0,233.453,487.58,0.609,0.141,0.293,0.717
41203,佐賀県鳥栖市,1,1,0,0,980.63,71.72,0.503,0.165,0.224,0.659
41204,佐賀県多久市,1,1,0,1,202.059,96.96,0.608,0.12,0.321,0.821
41205,佐賀県伊万里市,1,1,0,0,206.392,255.25,0.598,0.148,0.286,0.817
41206,佐賀県武雄市,0,1,0,0,251.019,195.4,0.603,0.139,0.288,0.787
41207,佐賀県鹿島市,1,1,0,0,252.489,112.12,0.619,0.141,0.292,0.739
41208,佐賀県小城市,1,1,1,1,456.607,95.81,0.561,0.148,0.258,0.802
41209,佐賀県嬉野市,1,1,0,0,208.18,126.41,0.622,0.126,0.315,0.768
41210,佐賀県神埼市,1,1,0,0,262.458,125.13,0.563,0.136,0.285,0.792
41327,佐賀県神埼郡吉野ヶ里町,1,1,0,1,326.806,43.99,0.532,0.155,0.223,0.712
41341,佐賀県三養基郡基山町,1,1,0,0,614.761,22.15,0.526,0.123,0.273,0.592
41345,佐賀県三養基郡上峰町,1,1,0,0,614.629,12.8,0.536,0.161,0.234,0.759
41346,佐賀県三養基郡みやき町,1,1,0,0,449.969,51.92,0.568,0.119,0.33,0.782
41387,佐賀県東松浦郡玄海町,0,0,0,0,149.148,35.92,0.638,0.142,0.281,0.674
41401,佐賀県西松浦郡有田町,0,1,0,1,298.708,65.85,0.586,0.136,0.315,0.807
41423,佐賀県杵島郡大町町,0,0,0,0,548.703,11.5,0.581,0.108,0.359,0.785
41424,佐賀県杵島郡江北町,1,1,0,0,370.427,24.49,0.585,0.142,0.269,0.776
41425,佐賀県杵島郡白石町,1,1,1,1,230.345,99.56,0.614,0.124,0.324,0.811
41441,佐賀県藤津郡太良町,0,0,0,0,91.211,74.3,0.632,0.118,0.349,0.781
42201,長崎県長崎市,1,1,1,1,980.256,405.86,0.51,0.119,0.291,0.381
42202,長崎県佐世保市,0,1,0,1,568.649,426.06,0.551,0.133,0.291,0.587
42203,長崎県島原市,0,0,0,0,498.642,82.97,0.617,0.129,0.326,0.728
42204,長崎県諫早市,0,1,0,0,384.971,341.79,0.595,0.137,0.271,0.717
42205,長崎県大村市,0,1,1,1,638.275,126.62,0.579,0.164,0.231,0.664
42207,長崎県平戸市,1,1,0,0,111.303,235.08,0.675,0.117,0.373,0.738
42208,長崎県松浦市,0,1,0,1,159.6,130.55,0.637,0.128,0.333,0.781
42209,長崎県対馬市,0,1,0,0,37.834,708.63,0.74,0.131,0.339,0.715
42210,長崎県壱岐市,0,1,0,0,162.778,139.42,0.798,0.138,0.355,0.825
42211,長崎県五島市,0,1,0,0,82.455,420.05,0.79,0.111,0.368,0.69
42212,長崎県西海市,0,0,0,0,101.044,241.59,0.661,0.114,0.35,0.686
42213,長崎県雲仙市,1,1,1,0,180.407,214.31,0.666,0.125,0.317,0.744
42214,長崎県南島原市,0,0,0,0,247.748,170.11,0.662,0.118,0.363,0.761
42307,長崎県西彼杵郡長与町,0,0,0,0,1538.838,28.73,0.512,0.153,0.233,0.524
42308,長崎県西彼杵郡時津町,0,0,0,0,1481.978,20.94,0.598,0.161,0.23,0.514
42321,長崎県東彼杵郡東彼杵町,0,1,0,0,99.93,74.29,0.673,0.112,0.338,0.792
42322,長崎県東彼杵郡川棚町,0,0,0,0,281.365,37.35,0.604,0.137,0.295,0.743
42323,長崎県東彼杵郡波佐見町,0,0,1,1,257.309,56.0,0.622,0.138,0.287,0.797
42383,長崎県北松浦郡小値賀町,0,0,0,0,77.585,25.53,0.906,0.089,0.457,0.586
42391,長崎県北松浦郡佐々町,0,0,0,0,434.149,32.27,0.614,0.162,0.26,0.765
42411,長崎県南松浦郡新上五島町,0,0,0,0,75.474,213.94,0.764,0.104,0.377,0.699
43100,熊本県熊本市,1,1,1,1,2948.082,390.32,1.0,0.141,0.242,0.534
43202,熊本県八代市,1,1,0,0,182.983,681.36,0.568,0.124,0.318,0.693
43203,熊本県人吉市,1,0,0,1,153.645,210.55,0.591,0.129,0.344,0.758
43204,熊本県荒尾市,0,0,0,0,829.96,57.37,0.561,0.128,0.326,0.761
43205,熊本県水俣市,1,1,0,0,152.753,163.29,0.571,0.117,0.365,0.641
43206,熊本県玉名市,0,0,1,1,426.47,152.6,0.575,0.127,0.313,0.767
43208,熊本県山鹿市,1,1,1,1,173.072,299.69,0.619,0.121,0.346,0.806
43210,熊本県菊池市,0,1,1,1,167.508,276.85,0.593,0.133,0.309,0.817
43211,熊本県宇土市,0,1,0,0,513.567,74.3,0.558,0.141,0.279,0.767
43212,熊本県上天草市,1,1,0,0,156.122,126.91,0.566,0.111,0.376,0.719
43213,熊本県宇城市,0,0,1,1,293.164,188.61,0.581,0.131,0.314,0.772
43214,熊本県阿蘇市,0,0,1,1,70.901,376.3,0.575,0.12,0.357,0.789
43215,熊本県天草市,1,0,0,0,99.541,683.78,0.609,0.119,0.372,0.727
43216,熊本県合志市,1,1,0,0,1271.228,53.19,0.503,0.181,0.226,0.723
43348,熊本県下益城郡美里町,0,1,0,0,72.019,74.95,0.746,0.113,0.317,0.783
43364,熊本県玉名郡玉東町,0,0,0,0,181.325,24.33,0.613,0.138,0.331,0.792
43367,熊本県玉名郡南関町,0,0,0,1,132.728,68.92,0.626,0.11,0.358,0.816
43368,熊本県玉名郡長洲町,0,0,1,1,833.683,19.43,0.562,0.122,0.312,0.754
43369,熊本県玉名郡和水町,0,0,0,0,101.54,98.78,0.639,0.101,0.393,0.832
43403,熊本県菊池郡大津町,0,1,1,1,339.155,99.1,0.54,0.171,0.207,0.794
43404,熊本県菊池郡菊陽町,1,1,0,0,1018.467,37.46,0.495,0.179,0.189,0.736
43423,熊本県阿蘇郡南小国町,1,0,0,0,34.688,115.9,0.593,0.112,0.373,0.716
43424,熊本県阿蘇郡小国町,1,1,0,0,50.344,737.56,0.533,0.11,0.368,0.686
43425,熊本県阿蘇郡産山村,0,1,0,0,24.761,60.81,0.625,0.119,0.397,0.78
43428,熊本県阿蘇郡高森町,0,1,0,0,35.595,45.36,0.749,0.158,0.304,0.86
43432,熊本県阿蘇郡西原村,0,0,0,0,86.856,77.22,0.54,0.153,0.277,0.843
43433,熊本県阿蘇郡南阿蘇村,1,1,0,1,79.493,137.32,0.568,0.106,0.348,0.742
43441,熊本県上益城郡御船町,1,1,0,0,160.081,99.03,0.601,0.129,0.315,0.806
43442,熊本県上益城郡嘉島町,0,0,0,0,591.123,16.65,0.559,0.155,0.265,0.749
43443,熊本県上益城郡益城町,0,1,0,1,526.247,65.68,0.514,0.157,0.267,0.714
43444,熊本県上益城郡甲佐町,0,1,0,0,193.513,57.93,0.679,0.124,0.361,0.815
43447,熊本県上益城郡山都町,1,1,0,0,27.435,544.67,0.663,0.091,0.445,0.829
43468,熊本県八代郡氷川町,0,1,0,0,348.38,33.36,0.617,0.121,0.348,0.76
43482,熊本県葦北郡芦北町,0,1,0,0,68.975,233.98,0.602,0.107,0.4,0.82
43484,熊本県葦北郡津奈木町,0,0,0,1,116.98,34.09,0.609,0.111,0.371,0.823
43501,熊本県球磨郡錦町,0,0,0,0,127.459,85.04,0.624,0.159,0.285,0.835
43505,熊本県球磨郡多良木町,1,1,0,1,60.171,165.86,0.633,0.128,0.377,0.816
43506,熊本県球磨郡湯前町,0,0,0,0,81.395,48.37,0.656,0.113,0.41,0.776
43507,熊本県球磨郡水上村,0,0,0,0,10.979,190.96,0.638,0.132,0.396,0.831
43510,熊本県球磨郡相良村,0,0,0,0,47.56,94.54,0.634,0.123,0.379,0.82
43511,熊本県球磨郡五木村,0,0,0,0,4.134,252.92,0.634,0.077,0.46,0.775
43512,熊本県球磨郡山江村,1,0,0,1,33.436,121.19,0.658,0.171,0.316,0.838
43513,熊本県球磨郡球磨村,0,1,0,0,17.616,207.58,0.671,0.108,0.41,0.845
43514,熊本県球磨郡あさぎり町,0,1,1,1,93.0,159.56,0.631,0.14,0.345,0.798
43531,熊本県天草郡苓北町,0,1,0,0,91.125,67.57,0.61,0.116,0.376,0.756
44201,大分県大分市,1,1,0,1,934.504,502.39,0.47,0.14,0.247,0.641
44202,大分県別府市,0,0,0,0,911.701,125.34,0.494,0.111,0.317,0.55
44203,大分県中津市,1,1,0,0,154.29,491.53,0.568,0.139,0.284,0.756
44204,大分県日田市,1,1,1,1,98.275,666.03,0.599,0.129,0.327,0.735
44205,大分県佐伯市,1,1,0,0,74.506,903.11,0.565,0.112,0.369,0.74
44206,大分県臼杵市,1,1,0,0,125.156,291.2,0.585,0.111,0.377,0.762
44207,大分県津久見市,1,1,0,0,188.532,79.48,0.564,0.097,0.397,0.665
44208,大分県竹田市,1,1,0,1,46.131,477.53,0.635,0.092,0.445,0.791
44209,大分県豊後高田市,1,1,0,0,103.672,206.24,0.583,0.108,0.375,0.798
44210,大分県杵築市,1,1,1,0,98.115,280.08,0.593,0.116,0.347,0.81
44211,大分県宇佐市,1,1,0,0,124.604,439.05,0.576,0.122,0.34,0.793
44212,大分県豊後大野市,1,1,0,1,59.547,603.14,0.622,0.105,0.408,0.802
44213,大分県由布市,1,1,0,0,107.052,319.32,0.566,0.126,0.323,0.688
44214,大分県国東市,1,1,0,1,82.541,318.08,0.592,0.098,0.405,0.79
44322,大分県東国東郡姫島村,0,1,0,0,213.427,6.98,0.677,0.086,0.448,0.376
44341,大分県速見郡日出町,1,1,0,0,367.108,73.32,0.55,0.142,0.287,0.774
44461,大分県玖珠郡九重町,1,1,0,0,34.988,271.37,0.618,0.107,0.407,0.822
44462,大分県玖珠郡玖珠町,1,1,0,0,54.319,286.51,0.602,0.118,0.351,0.754
45201,宮崎県宮崎市,1,1,0,1,609.301,643.67,0.519,0.143,0.254,0.661
45202,宮崎県都城市,1,1,0,1,247.475,653.36,0.584,0.141,0.29,0.791
45203,宮崎県延岡市,1,1,0,1,141.855,868.02,0.563,0.132,0.312,0.692
45204,宮崎県日南市,1,1,0,0,96.784,536.11,0.597,0.118,0.35,0.744
45205,宮崎県小林市,1,1,0,0,78.8,562.95,0.618,0.128,0.337,0.821
45206,宮崎県日向市,0,1,0,1,173.541,336.93,0.594,0.141,0.291,0.768
45207,宮崎県串間市,1,1,0,0,59.562,295.16,0.643,0.114,0.389,0.793
45208,宮崎県西都市,0,1,0,1,72.333,438.79,0.635,0.125,0.34,0.809
45209,宮崎県えびの市,0,0,0,0,69.426,282.93,0.647,0.114,0.381,0.791
45341,宮崎県北諸県郡三股町,0,1,0,0,230.806,110.02,0.596,0.169,0.258,0.83
45361,宮崎県西諸県郡高原町,1,1,0,0,113.355,85.39,0.625,0.107,0.372,0.844
45382,宮崎県東諸県郡国富町,1,1,0,0,152.009,130.63,0.637,0.115,0.329,0.815
45383,宮崎県東諸県郡綾町,0,0,0,0,74.872,95.19,0.638,0.148,0.323,0.79
45401,宮崎県児湯郡高鍋町,1,1,0,0,495.183,43.8,0.592,0.135,0.295,0.761
45402,宮崎県児湯郡新富町,0,1,0,0,275.056,61.53,0.608,0.143,0.276,0.762
45403,宮崎県児湯郡西米良村,0,1,0,0,3.946,271.51,0.627,0.14,0.428,0.814
45404,宮崎県児湯郡木城町,0,1,0,0,31.399,145.96,0.655,0.148,0.334,0.857
45405,宮崎県児湯郡川南町,1,1,0,1,161.326,90.12,0.632,0.139,0.315,0.806
45406,宮崎県児湯郡都農町,1,1,0,0,103.678,102.11,0.638,0.129,0.347,0.786
45421,宮崎県東臼杵郡門川町,0,0,0,1,143.802,120.51,0.613,0.142,0.303,0.788
45429,宮崎県東臼杵郡諸塚村,1,0,0,1,8.703,187.56,0.673,0.124,0.406,0.88
45430,宮崎県東臼杵郡椎葉村,0,1,0,0,5.127,537.29,0.674,0.121,0.413,0.844
45431,宮崎県東臼杵郡美郷町,1,1,0,1,12.238,168.34,0.839,0.103,0.353,0.896
45441,宮崎県西臼杵郡高千穂町,1,1,0,0,52.522,237.54,0.644,0.119,0.388,0.819
45442,宮崎県西臼杵郡日之影町,1,1,0,0,14.118,277.67,0.664,0.104,0.427,0.891
45443,宮崎県西臼杵郡五ヶ瀬町,1,1,0,0,21.587,171.73,0.683,0.14,0.376,0.787
46201,鹿児島県鹿児島市,1,1,1,1,1061.722,547.55,0.472,0.138,0.248,0.516
46203,鹿児島県鹿屋市,1,1,0,1,225.248,448.15,0.6,0.153,0.275,0.778
46204,鹿児島県枕崎市,0,0,0,0,273.568,74.78,0.651,0.109,0.363,0.725
46206,鹿児島県阿久根市,0,0,0,0,145.875,134.29,0.656,0.108,0.386,0.793
46208,鹿児島県出水市,1,1,0,0,157.143,329.98,0.617,0.141,0.305,0.78
46210,鹿児島県指宿市,1,1,0,0,259.85,148.84,0.629,0.121,0.352,0.744
46213,鹿児島県西之表市,1,1,1,1,70.917,205.66,0.767,0.133,0.342,0.75
46214,鹿児島県垂水市,0,1,0,1,70.263,162.12,0.622,0.098,0.385,0.738
46215,鹿児島県薩摩川内市,1,1,1,1,136.292,682.92,0.595,0.143,0.295,0.732
46216,鹿児島県日置市,1,1,1,1,188.523,253.01,0.611,0.13,0.319,0.742
46217,鹿児島県曽於市,1,1,0,1,89.461,390.11,0.653,0.111,0.375,0.842
46218,鹿児島県霧島市,1,1,0,1,202.949,603.18,0.564,0.148,0.253,0.715
46219,鹿児島県いちき串木野市,1,1,1,1,241.291,112.3,0.591,0.123,0.33,0.721
46220,鹿児島県南さつま市,1,1,0,1,118.506,283.59,0.636,0.11,0.374,0.757
46221,鹿児島県志布志市,0,0,0,0,104.685,290.28,0.624,0.137,0.329,0.821
46222,鹿児島県奄美市,0,1,0,0,124.331,308.27,0.736,0.145,0.285,0.518
46223,鹿児島県南九州市,1,1,0,0,99.371,357.91,0.662,0.116,0.362,0.796
46224,鹿児島県伊佐市,1,1,1,1,66.74,392.56,0.612,0.112,0.39,0.828
46225,鹿児島県姶良市,1,1,0,0,316.376,231.25,0.559,0.144,0.291,0.725
46392,鹿児島県薩摩郡さつま町,1,1,0,1,72.405,303.9,0.63,0.116,0.379,0.82
46404,鹿児島県出水郡長島町,1,1,0,0,77.935,116.13,0.673,0.141,0.337,0.795
46452,鹿児島県姶良郡湧水町,1,1,0,0,68.886,144.29,0.643,0.106,0.388,0.825
46468,鹿児島県曽於郡大崎町,0,0,0,0,132.658,100.67,0.63,0.114,0.36,0.836
46482,鹿児島県肝属郡東串良町,0,0,0,0,234.908,27.78,0.624,0.133,0.354,0.84
46490,鹿児島県肝属郡錦江町,1,1,0,0,40.751,163.19,0.674,0.103,0.429,0.766
46491,鹿児島県肝属郡南大隅町,1,1,0,0,33.218,213.57,0.658,0.095,0.456,0.797
46492,鹿児島県肝属郡肝付町,1,1,0,1,47.876,308.1,0.643,0.112,0.391,0.822
46501,鹿児島県熊毛郡中種子町,1,1,0,1,58.031,137.18,0.752,0.13,0.358,0.801
46502,鹿児島県熊毛郡南種子町,1,1,0,0,49.528,110.36,0.72,0.133,0.331,0.797
46505,鹿児島県熊毛郡屋久島町,0,1,0,0,21.797,540.48,0.71,0.147,0.314,0.749
46523,鹿児島県大島郡大和村,0,0,0,0,14.982,88.26,0.735,0.114,0.389,0.654
46524,鹿児島県大島郡宇検村,0,0,0,0,10.707,103.07,0.731,0.117,0.379,0.717
46525,鹿児島県大島郡瀬戸内町,0,0,0,0,24.455,239.65,0.727,0.121,0.353,0.525
46527,鹿児島県大島郡龍郷町,0,1,0,0,60.57,81.82,0.769,0.16,0.307,0.761
46529,鹿児島県大島郡喜界町,0,0,0,0,111.003,56.82,0.845,0.126,0.367,0.699
46530,鹿児島県大島郡徳之島町,0,0,0,1,91.659,104.92,0.823,0.159,0.297,0.724
46531,鹿児島県大島郡天城町,0,1,0,1,72.335,80.4,0.817,0.144,0.334,0.762
46532,鹿児島県大島郡伊仙町,0,1,0,0,94.707,62.71,0.834,0.152,0.354,0.814
46533,鹿児島県大島郡和泊町,0,1,0,0,139.264,40.39,0.801,0.155,0.313,0.678
46534,鹿児島県大島郡知名町,0,1,0,1,101.295,53.3,0.817,0.149,0.317,0.669
47201,沖縄県那覇市,0,1,0,1,7408.874,39.57,0.511,0.159,0.203,0.438
47205,沖縄県宜野湾市,0,0,0,0,4404.622,19.8,0.632,0.179,0.169,0.675
47207,沖縄県石垣市,0,0,0,0,175.658,229.34,0.738,0.183,0.192,0.565
47208,沖縄県浦添市,0,0,0,0,5864.133,19.48,0.615,0.185,0.172,0.595
47209,沖縄県名護市,0,1,0,0,268.714,210.9,0.642,0.173,0.197,0.722
47210,沖縄県糸満市,0,0,0,0,1171.228,46.62,0.698,0.186,0.19,0.722
47211,沖縄県沖縄市,0,1,0,0,2400.288,49.72,0.625,0.184,0.18,0.712
47212,沖縄県豊見城市,0,1,0,0,3328.578,19.6,0.574,0.201,0.168,0.648
47213,沖縄県うるま市,0,1,0,0,1338.312,87.01,0.682,0.175,0.2,0.779
47214,沖縄県宮古島市,0,0,0,0,220.769,204.2,0.754,0.166,0.249,0.734
47215,沖縄県南城市,0,0,0,1,846.79,49.94,0.682,0.168,0.232,0.753
47301,沖縄県国頭郡国頭村,0,1,0,0,19.333,194.8,0.566,0.132,0.304,0.733
47302,沖縄県国頭郡大宜味村,0,0,0,0,36.131,63.55,0.599,0.122,0.325,0.804
47303,沖縄県国頭郡東村,0,0,0,0,18.635,81.88,0.612,0.135,0.302,0.805
47306,沖縄県国頭郡今帰仁村,0,0,0,0,209.852,39.93,0.621,0.151,0.281,0.824
47308,沖縄県国頭郡本部町,0,0,0,0,234.798,54.35,0.681,0.144,0.27,0.809
47311,沖縄県国頭郡恩納村,0,0,0,0,177.982,50.82,0.56,0.148,0.211,0.748
47313,沖縄県国頭郡宜野座村,0,0,0,0,165.693,31.3,0.579,0.204,0.231,0.858
47314,沖縄県国頭郡金武町,0,0,0,0,255.968,37.84,0.648,0.175,0.252,0.773
47315,沖縄県国頭郡伊江村,0,0,0,0,168.782,22.78,0.714,0.143,0.299,0.759
47324,沖縄県中頭郡読谷村,0,1,0,0,1175.682,35.28,0.606,0.184,0.185,0.788
47325,沖縄県中頭郡嘉手納町,0,0,0,0,566.357,15.12,0.666,0.172,0.224,0.716
47326,沖縄県中頭郡北谷町,0,1,0,0,1736.361,13.93,0.589,0.179,0.185,0.763
47327,沖縄県中頭郡北中城村,0,0,0,0,1353.756,11.54,0.616,0.168,0.221,0.806
47328,沖縄県中頭郡中城村,0,1,0,1,820.065,15.53,0.638,0.174,0.178,0.787
47329,沖縄県中頭郡西原町,0,0,0,0,2324.79,15.9,0.666,0.168,0.181,0.649
47348,沖縄県島尻郡与那原町,0,0,0,0,3181.101,5.18,0.674,0.189,0.185,0.688
47350,沖縄県島尻郡南風原町,0,0,0,0,3566.145,10.76,0.651,0.198,0.172,0.669
47353,沖縄県島尻郡渡嘉敷村,0,0,0,0,31.891,19.23,0.685,0.149,0.212,0.426
47354,沖縄県島尻郡座間味村,0,1,0,0,36.559,16.74,0.672,0.179,0.198,0.253
47355,沖縄県島尻郡粟国村,0,1,0,1,92.604,7.65,0.782,0.124,0.331,0.496
47356,沖縄県島尻郡渡名喜村,0,0,0,0,106.919,3.87,0.758,0.093,0.3,0.169
47362,沖縄県島尻郡八重瀬町,0,0,0,0,936.642,26.96,0.689,0.184,0.194,0.764
